video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name
id01123__00072_0__a447bf08d0,id01123,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),men,00072_0.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id01123,FakeVideo-RealAudio/Caucasian (European)/men/id01123/00072_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id01123/00072_0.mp4,1,1,0,1,FAKE
id01123__00072_id00282_itsqwj6gebo_faceswap__e7c87d827e,id01123,id00282,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),men,00072_id00282_iTsqWj6GEbo_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id01123,FakeVideo-RealAudio/Caucasian (European)/men/id01123/00072_id00282_iTsqWj6GEbo_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id01123/00072_id00282_iTsqWj6GEbo_faceswap.mp4,1,1,0,1,FAKE
id01126__00040_0__e6aba401a1,id01126,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),men,00040_0.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id01126,FakeVideo-RealAudio/Caucasian (European)/men/id01126/00040_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id01126/00040_0.mp4,1,1,0,1,FAKE
id01126__00040_id00535_bhvtij_yg5s_faceswap__a08faf4afa,id01126,id00535,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),men,00040_id00535_BhvTIJ-YG5s_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id01126,FakeVideo-RealAudio/Caucasian (European)/men/id01126/00040_id00535_BhvTIJ-YG5s_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id01126/00040_id00535_BhvTIJ-YG5s_faceswap.mp4,1,1,0,1,FAKE
id01156__00078_id00292_qelk8n_dyka_faceswap__9ba8bb0340,id01156,id00292,DykA,faceswap,C,FakeVideo-RealAudio,Caucasian (European),men,00078_id00292_qELK8N_DykA_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id01156,FakeVideo-RealAudio/Caucasian (European)/men/id01156/00078_id00292_qELK8N_DykA_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id01156/00078_id00292_qELK8N_DykA_faceswap.mp4,1,1,0,1,FAKE
id01157__00048_id00554_crjq1dfn1ko_faceswap__f589383128,id01157,id00554,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),men,00048_id00554_crjq1dFN1Ko_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id01157,FakeVideo-RealAudio/Caucasian (European)/men/id01157/00048_id00554_crjq1dFN1Ko_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id01157/00048_id00554_crjq1dFN1Ko_faceswap.mp4,1,1,0,1,FAKE
id02567__00040_2__47fd68ed2b,id02567,2.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),men,00040_2.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id02567,FakeVideo-RealAudio/Caucasian (European)/men/id02567/00040_2.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id02567/00040_2.mp4,1,1,0,1,FAKE
id00042__00028_0__d2cb21a152,id00042,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00028_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00042,FakeVideo-RealAudio/Caucasian (European)/women/id00042/00028_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00042/00028_0.mp4,1,1,0,1,FAKE
id00042__00028_id00325_4vjtbne0l98_faceswap__3dc9b33e1b,id00042,id00325,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00028_id00325_4vJtbNe0L98_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00042,FakeVideo-RealAudio/Caucasian (European)/women/id00042/00028_id00325_4vJtbNe0L98_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00042/00028_id00325_4vJtbNe0L98_faceswap.mp4,1,1,0,1,FAKE
id00068__00004_0__e6b73244f1,id00068,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00004_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00068,FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_0.mp4,1,1,0,1,FAKE
id00068__00004_1__40f8270dc8,id00068,1.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00004_1.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00068,FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_1.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_1.mp4,1,1,0,1,FAKE
id00068__00004_2__d333dfefba,id00068,2.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00004_2.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00068,FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_2.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_2.mp4,1,1,0,1,FAKE
id00068__00004_3__2315a3b5c1,id00068,3.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00004_3.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00068,FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_3.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_3.mp4,1,1,0,1,FAKE
id00068__00004_id00495_e46aimuc4a0_faceswap__66205fc251,id00068,id00495,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00004_id00495_E46aiMUC4A0_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00068,FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_id00495_E46aiMUC4A0_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00068/00004_id00495_E46aiMUC4A0_faceswap.mp4,1,1,0,1,FAKE
id00071__00014_id03371_trukmxt8dak_faceswap__9fca7cc568,id00071,id03371,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00014_id03371_truKMXt8Dak_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00071,FakeVideo-RealAudio/Caucasian (European)/women/id00071/00014_id03371_truKMXt8Dak_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00071/00014_id03371_truKMXt8Dak_faceswap.mp4,1,1,0,1,FAKE
id00188__00020_id00569_gsynmpwiov4_faceswap__468da99664,id00188,id00569,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00020_id00569_gSynmpwioV4_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00188,FakeVideo-RealAudio/Caucasian (European)/women/id00188/00020_id00569_gSynmpwioV4_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00188/00020_id00569_gSynmpwioV4_faceswap.mp4,1,1,0,1,FAKE
id00232__00025_0__496926e8a1,id00232,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00025_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00232,FakeVideo-RealAudio/Caucasian (European)/women/id00232/00025_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00232/00025_0.mp4,1,1,0,1,FAKE
id00232__00025_id00365_xv_imlnjvfk_faceswap__c2beeed636,id00232,id00365,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00025_id00365_XV-imLNJvfk_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00232,FakeVideo-RealAudio/Caucasian (European)/women/id00232/00025_id00365_XV-imLNJvfk_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00232/00025_id00365_XV-imLNJvfk_faceswap.mp4,1,1,0,1,FAKE
id00234__00063_id00403_n4lscxzfr6o_faceswap__6237b2a9f4,id00234,id00403,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00063_id00403_n4LSCxzFr6o_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00234,FakeVideo-RealAudio/Caucasian (European)/women/id00234/00063_id00403_n4LSCxzFr6o_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00234/00063_id00403_n4LSCxzFr6o_faceswap.mp4,1,1,0,1,FAKE
id00262__00028_0__28e4946890,id00262,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00028_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00262,FakeVideo-RealAudio/Caucasian (European)/women/id00262/00028_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00262/00028_0.mp4,1,1,0,1,FAKE
id00262__00028_id00287_2npfyjymspm_faceswap__7fe94bf098,id00262,id00287,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00028_id00287_2NpfYjyMsPM_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00262,FakeVideo-RealAudio/Caucasian (European)/women/id00262/00028_id00287_2NpfYjyMsPM_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00262/00028_id00287_2NpfYjyMsPM_faceswap.mp4,1,1,0,1,FAKE
id00270__00088_0__8aed3cf7ed,id00270,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00088_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00270,FakeVideo-RealAudio/Caucasian (European)/women/id00270/00088_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00270/00088_0.mp4,1,1,0,1,FAKE
id00270__00088_id00633_uxrtmta1edm_faceswap__362d867ec6,id00270,id00633,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00088_id00633_UXrTMta1EDM_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00270,FakeVideo-RealAudio/Caucasian (European)/women/id00270/00088_id00633_UXrTMta1EDM_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00270/00088_id00633_UXrTMta1EDM_faceswap.mp4,1,1,0,1,FAKE
id00271__00028_0__54e1293fea,id00271,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00028_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00271,FakeVideo-RealAudio/Caucasian (European)/women/id00271/00028_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00271/00028_0.mp4,1,1,0,1,FAKE
id00271__00028_id00495_e46aimuc4a0_faceswap__8a48ad4a3c,id00271,id00495,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00028_id00495_E46aiMUC4A0_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00271,FakeVideo-RealAudio/Caucasian (European)/women/id00271/00028_id00495_E46aiMUC4A0_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00271/00028_id00495_E46aiMUC4A0_faceswap.mp4,1,1,0,1,FAKE
id00287__00005_id00262_3p7srwaah1q_faceswap__5940cbf688,id00287,id00262,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00005_id00262_3p7sRWAAh1Q_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00287,FakeVideo-RealAudio/Caucasian (European)/women/id00287/00005_id00262_3p7sRWAAh1Q_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00287/00005_id00262_3p7sRWAAh1Q_faceswap.mp4,1,1,0,1,FAKE
id00325__00015_id00042_4yujskazwn0_faceswap__4711af36bf,id00325,id00042,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00015_id00042_4yuJSkaZwn0_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00325,FakeVideo-RealAudio/Caucasian (European)/women/id00325/00015_id00042_4yuJSkaZwn0_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00325/00015_id00042_4yuJSkaZwn0_faceswap.mp4,1,1,0,1,FAKE
id00328__00092_0__f9ddbb68c6,id00328,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00092_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00328,FakeVideo-RealAudio/Caucasian (European)/women/id00328/00092_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00328/00092_0.mp4,1,1,0,1,FAKE
id00328__00092_id00484_u7ytz8efzv0_faceswap__1ff2dca1c2,id00328,id00484,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00092_id00484_u7YTz8eFZv0_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00328,FakeVideo-RealAudio/Caucasian (European)/women/id00328/00092_id00484_u7YTz8eFZv0_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00328/00092_id00484_u7YTz8eFZv0_faceswap.mp4,1,1,0,1,FAKE
id00330__00118_id00365_xv_imlnjvfk_faceswap__060e49059b,id00330,id00365,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00118_id00365_XV-imLNJvfk_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00330,FakeVideo-RealAudio/Caucasian (European)/women/id00330/00118_id00365_XV-imLNJvfk_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00330/00118_id00365_XV-imLNJvfk_faceswap.mp4,1,1,0,1,FAKE
id00332__00293_0__9c6036c7d0,id00332,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00293_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00332,FakeVideo-RealAudio/Caucasian (European)/women/id00332/00293_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00332/00293_0.mp4,1,1,0,1,FAKE
id00365__00078_0__e12f2ecbfb,id00365,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00078_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00365,FakeVideo-RealAudio/Caucasian (European)/women/id00365/00078_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00365/00078_0.mp4,1,1,0,1,FAKE
id00365__00078_id00330_zcffggsiz_s_faceswap__1811fc5add,id00365,id00330,faceswap.mp4,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00078_id00330_zCFFgGSIZ_s_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00365,FakeVideo-RealAudio/Caucasian (European)/women/id00365/00078_id00330_zCFFgGSIZ_s_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00365/00078_id00330_zCFFgGSIZ_s_faceswap.mp4,1,1,0,1,FAKE
id00373__00028_0__38c443f129,id00373,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00028_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00373,FakeVideo-RealAudio/Caucasian (European)/women/id00373/00028_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00373/00028_0.mp4,1,1,0,1,FAKE
id00374__00311_0__1209985d0e,id00374,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00311_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00374,FakeVideo-RealAudio/Caucasian (European)/women/id00374/00311_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00374/00311_0.mp4,1,1,0,1,FAKE
id00374__00311_id00330_zcffggsiz_s_faceswap__0183d950ad,id00374,id00330,faceswap.mp4,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00311_id00330_zCFFgGSIZ_s_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00374,FakeVideo-RealAudio/Caucasian (European)/women/id00374/00311_id00330_zCFFgGSIZ_s_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00374/00311_id00330_zCFFgGSIZ_s_faceswap.mp4,1,1,0,1,FAKE
id00379__00043_id00633_uxrtmta1edm_faceswap__062f423830,id00379,id00633,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00043_id00633_UXrTMta1EDM_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00379,FakeVideo-RealAudio/Caucasian (European)/women/id00379/00043_id00633_UXrTMta1EDM_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00379/00043_id00633_UXrTMta1EDM_faceswap.mp4,1,1,0,1,FAKE
id00395__00420_0__8c5a4ffd81,id00395,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00420_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00395,FakeVideo-RealAudio/Caucasian (European)/women/id00395/00420_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00395/00420_0.mp4,1,1,0,1,FAKE
id00395__00420_id00823_kgexwcvgruk_faceswap__a7b0d3dc6d,id00395,id00823,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00420_id00823_KgExwCvgrUk_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00395,FakeVideo-RealAudio/Caucasian (European)/women/id00395/00420_id00823_KgExwCvgrUk_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00395/00420_id00823_KgExwCvgrUk_faceswap.mp4,1,1,0,1,FAKE
id00403__00052_id00234_m3g5krljb60_faceswap__4673be48e5,id00403,id00234,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00052_id00234_M3g5KRLJB60_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00403,FakeVideo-RealAudio/Caucasian (European)/women/id00403/00052_id00234_M3g5KRLJB60_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00403/00052_id00234_M3g5KRLJB60_faceswap.mp4,1,1,0,1,FAKE
id00434__00046_0__66c7394913,id00434,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00046_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00434,FakeVideo-RealAudio/Caucasian (European)/women/id00434/00046_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00434/00046_0.mp4,1,1,0,1,FAKE
id00434__00046_id00330_zcffggsiz_s_faceswap__b107514013,id00434,id00330,faceswap.mp4,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00046_id00330_zCFFgGSIZ_s_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00434,FakeVideo-RealAudio/Caucasian (European)/women/id00434/00046_id00330_zCFFgGSIZ_s_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00434/00046_id00330_zCFFgGSIZ_s_faceswap.mp4,1,1,0,1,FAKE
id00484__00202_0__0b0c68d3a8,id00484,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00202_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00484,FakeVideo-RealAudio/Caucasian (European)/women/id00484/00202_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00484/00202_0.mp4,1,1,0,1,FAKE
id00484__00202_id03844_aeaen1lns2c_faceswap__b8a779b336,id00484,id03844,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00202_id03844_AEAEN1Lns2c_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00484,FakeVideo-RealAudio/Caucasian (European)/women/id00484/00202_id03844_AEAEN1Lns2c_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00484/00202_id03844_AEAEN1Lns2c_faceswap.mp4,1,1,0,1,FAKE
id00491__00122_id00633_uxrtmta1edm_faceswap__3139c4a98e,id00491,id00633,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00122_id00633_UXrTMta1EDM_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00491,FakeVideo-RealAudio/Caucasian (European)/women/id00491/00122_id00633_UXrTMta1EDM_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00491/00122_id00633_UXrTMta1EDM_faceswap.mp4,1,1,0,1,FAKE
id00495__00027_0__692e69a5e0,id00495,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00027_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00495,FakeVideo-RealAudio/Caucasian (European)/women/id00495/00027_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00495/00027_0.mp4,1,1,0,1,FAKE
id00495__00027_id00395_wm5kgjfttem_faceswap__2c9466532e,id00495,id00395,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00027_id00395_wM5kGJfTtEM_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00495,FakeVideo-RealAudio/Caucasian (European)/women/id00495/00027_id00395_wM5kGJfTtEM_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00495/00027_id00395_wM5kGJfTtEM_faceswap.mp4,1,1,0,1,FAKE
id00496__00015_id00262_3p7srwaah1q_faceswap__142fc4a9bc,id00496,id00262,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00015_id00262_3p7sRWAAh1Q_faceswap.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00496,FakeVideo-RealAudio/Caucasian (European)/women/id00496/00015_id00262_3p7sRWAAh1Q_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00496/00015_id00262_3p7sRWAAh1Q_faceswap.mp4,1,1,0,1,FAKE
id00569__00239_0__d71d60c9e3,id00569,0.mp4,-,faceswap,C,FakeVideo-RealAudio,Caucasian (European),women,00239_0.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00569,FakeVideo-RealAudio/Caucasian (European)/women/id00569/00239_0.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00569/00239_0.mp4,1,1,0,1,FAKE
