file,video_id,label,seg
./audio_embeddings_multiseg/FAKE__id00946__seg00.npy,id00946,1,0
./audio_embeddings_multiseg/FAKE__id00963__seg00.npy,id00963,1,0
./audio_embeddings_multiseg/FAKE__id00971__seg00.npy,id00971,1,0
./audio_embeddings_multiseg/FAKE__id00971__seg01.npy,id00971,1,1
./audio_embeddings_multiseg/FAKE__id00971__seg02.npy,id00971,1,2
./audio_embeddings_multiseg/FAKE__id00981__seg00.npy,id00981,1,0
./audio_embeddings_multiseg/FAKE__id00981__seg01.npy,id00981,1,1
./audio_embeddings_multiseg/FAKE__id00981__seg02.npy,id00981,1,2
./audio_embeddings_multiseg/FAKE__id00987__seg00.npy,id00987,1,0
./audio_embeddings_multiseg/FAKE__id00987__seg01.npy,id00987,1,1
./audio_embeddings_multiseg/FAKE__id00987__seg02.npy,id00987,1,2
./audio_embeddings_multiseg/FAKE__id00990__seg00.npy,id00990,1,0
./audio_embeddings_multiseg/FAKE__id00990__seg01.npy,id00990,1,1
./audio_embeddings_multiseg/FAKE__id00999__seg00.npy,id00999,1,0
./audio_embeddings_multiseg/FAKE__id00999__seg01.npy,id00999,1,1
./audio_embeddings_multiseg/FAKE__id01001__seg00.npy,id01001,1,0
./audio_embeddings_multiseg/FAKE__id01001__seg01.npy,id01001,1,1
./audio_embeddings_multiseg/FAKE__id01002__seg00.npy,id01002,1,0
./audio_embeddings_multiseg/FAKE__id01002__seg01.npy,id01002,1,1
./audio_embeddings_multiseg/FAKE__id01004__seg00.npy,id01004,1,0
./audio_embeddings_multiseg/FAKE__id01004__seg01.npy,id01004,1,1
./audio_embeddings_multiseg/FAKE__id01005__seg00.npy,id01005,1,0
./audio_embeddings_multiseg/FAKE__id01005__seg01.npy,id01005,1,1
./audio_embeddings_multiseg/FAKE__id01005__seg02.npy,id01005,1,2
./audio_embeddings_multiseg/FAKE__id01018__seg00.npy,id01018,1,0
./audio_embeddings_multiseg/FAKE__id01026__seg00.npy,id01026,1,0
./audio_embeddings_multiseg/FAKE__id01035__seg00.npy,id01035,1,0
./audio_embeddings_multiseg/FAKE__id01035__seg01.npy,id01035,1,1
./audio_embeddings_multiseg/FAKE__id01036__seg00.npy,id01036,1,0
./audio_embeddings_multiseg/FAKE__id01036__seg01.npy,id01036,1,1
./audio_embeddings_multiseg/FAKE__id01042__seg00.npy,id01042,1,0
./audio_embeddings_multiseg/FAKE__id01042__seg01.npy,id01042,1,1
./audio_embeddings_multiseg/FAKE__id01044__seg00.npy,id01044,1,0
./audio_embeddings_multiseg/FAKE__id01044__seg01.npy,id01044,1,1
./audio_embeddings_multiseg/FAKE__id01048__seg00.npy,id01048,1,0
./audio_embeddings_multiseg/FAKE__id01048__seg01.npy,id01048,1,1
./audio_embeddings_multiseg/FAKE__id01051__seg00.npy,id01051,1,0
./audio_embeddings_multiseg/FAKE__id01052__seg00.npy,id01052,1,0
./audio_embeddings_multiseg/FAKE__id01052__seg01.npy,id01052,1,1
./audio_embeddings_multiseg/FAKE__id01052__seg02.npy,id01052,1,2
./audio_embeddings_multiseg/FAKE__id01058__seg00.npy,id01058,1,0
./audio_embeddings_multiseg/FAKE__id01058__seg01.npy,id01058,1,1
./audio_embeddings_multiseg/FAKE__id01058__seg02.npy,id01058,1,2
./audio_embeddings_multiseg/FAKE__id01058__seg03.npy,id01058,1,3
./audio_embeddings_multiseg/FAKE__id01058__seg04.npy,id01058,1,4
./audio_embeddings_multiseg/FAKE__id01075__seg00.npy,id01075,1,0
./audio_embeddings_multiseg/FAKE__id01075__seg01.npy,id01075,1,1
./audio_embeddings_multiseg/FAKE__id01076__seg00.npy,id01076,1,0
./audio_embeddings_multiseg/FAKE__id01076__seg01.npy,id01076,1,1
./audio_embeddings_multiseg/FAKE__id01091__seg00.npy,id01091,1,0
./audio_embeddings_multiseg/FAKE__id01091__seg01.npy,id01091,1,1
./audio_embeddings_multiseg/FAKE__id01096__seg00.npy,id01096,1,0
./audio_embeddings_multiseg/FAKE__id01096__seg01.npy,id01096,1,1
./audio_embeddings_multiseg/FAKE__id01096__seg02.npy,id01096,1,2
./audio_embeddings_multiseg/FAKE__id01096__seg03.npy,id01096,1,3
./audio_embeddings_multiseg/FAKE__id01098__seg00.npy,id01098,1,0
./audio_embeddings_multiseg/FAKE__id01099__seg00.npy,id01099,1,0
./audio_embeddings_multiseg/FAKE__id01099__seg01.npy,id01099,1,1
./audio_embeddings_multiseg/FAKE__id01102__seg00.npy,id01102,1,0
./audio_embeddings_multiseg/FAKE__id01105__seg00.npy,id01105,1,0
./audio_embeddings_multiseg/FAKE__id01105__seg01.npy,id01105,1,1
./audio_embeddings_multiseg/FAKE__id01105__seg02.npy,id01105,1,2
./audio_embeddings_multiseg/FAKE__id01123__seg00.npy,id01123,1,0
./audio_embeddings_multiseg/FAKE__id01124__seg00.npy,id01124,1,0
./audio_embeddings_multiseg/FAKE__id01124__seg01.npy,id01124,1,1
./audio_embeddings_multiseg/FAKE__id01124__seg02.npy,id01124,1,2
./audio_embeddings_multiseg/FAKE__id01126__seg00.npy,id01126,1,0
./audio_embeddings_multiseg/FAKE__id01126__seg01.npy,id01126,1,1
./audio_embeddings_multiseg/FAKE__id01126__seg02.npy,id01126,1,2
./audio_embeddings_multiseg/FAKE__id01126__seg03.npy,id01126,1,3
./audio_embeddings_multiseg/FAKE__id01154__seg00.npy,id01154,1,0
./audio_embeddings_multiseg/FAKE__id01154__seg01.npy,id01154,1,1
./audio_embeddings_multiseg/FAKE__id01156__seg00.npy,id01156,1,0
./audio_embeddings_multiseg/FAKE__id01156__seg01.npy,id01156,1,1
./audio_embeddings_multiseg/FAKE__id01157__seg00.npy,id01157,1,0
./audio_embeddings_multiseg/FAKE__id01157__seg01.npy,id01157,1,1
./audio_embeddings_multiseg/FAKE__id01163__seg00.npy,id01163,1,0
./audio_embeddings_multiseg/FAKE__id01163__seg01.npy,id01163,1,1
./audio_embeddings_multiseg/FAKE__id01168__seg00.npy,id01168,1,0
./audio_embeddings_multiseg/FAKE__id01168__seg01.npy,id01168,1,1
./audio_embeddings_multiseg/FAKE__id01170__seg00.npy,id01170,1,0
./audio_embeddings_multiseg/FAKE__id01170__seg01.npy,id01170,1,1
./audio_embeddings_multiseg/FAKE__id01171__seg00.npy,id01171,1,0
./audio_embeddings_multiseg/FAKE__id01172__seg00.npy,id01172,1,0
./audio_embeddings_multiseg/FAKE__id01172__seg01.npy,id01172,1,1
./audio_embeddings_multiseg/FAKE__id01175__seg00.npy,id01175,1,0
./audio_embeddings_multiseg/FAKE__id01175__seg01.npy,id01175,1,1
./audio_embeddings_multiseg/FAKE__id01178__seg00.npy,id01178,1,0
./audio_embeddings_multiseg/FAKE__id01179__seg00.npy,id01179,1,0
./audio_embeddings_multiseg/FAKE__id01182__seg00.npy,id01182,1,0
./audio_embeddings_multiseg/FAKE__id01182__seg01.npy,id01182,1,1
./audio_embeddings_multiseg/FAKE__id01192__seg00.npy,id01192,1,0
./audio_embeddings_multiseg/FAKE__id01192__seg01.npy,id01192,1,1
./audio_embeddings_multiseg/FAKE__id01192__seg02.npy,id01192,1,2
./audio_embeddings_multiseg/FAKE__id01201__seg00.npy,id01201,1,0
./audio_embeddings_multiseg/FAKE__id01201__seg01.npy,id01201,1,1
./audio_embeddings_multiseg/FAKE__id01204__seg00.npy,id01204,1,0
./audio_embeddings_multiseg/FAKE__id01207__seg00.npy,id01207,1,0
./audio_embeddings_multiseg/FAKE__id01207__seg01.npy,id01207,1,1
./audio_embeddings_multiseg/FAKE__id01210__seg00.npy,id01210,1,0
./audio_embeddings_multiseg/FAKE__id01210__seg01.npy,id01210,1,1
./audio_embeddings_multiseg/FAKE__id01211__seg00.npy,id01211,1,0
./audio_embeddings_multiseg/FAKE__id01211__seg01.npy,id01211,1,1
./audio_embeddings_multiseg/FAKE__id01212__seg00.npy,id01212,1,0
./audio_embeddings_multiseg/FAKE__id01215__seg00.npy,id01215,1,0
./audio_embeddings_multiseg/FAKE__id01215__seg01.npy,id01215,1,1
./audio_embeddings_multiseg/FAKE__id01216__seg00.npy,id01216,1,0
./audio_embeddings_multiseg/FAKE__id01216__seg01.npy,id01216,1,1
./audio_embeddings_multiseg/FAKE__id01216__seg02.npy,id01216,1,2
./audio_embeddings_multiseg/FAKE__id01217__seg00.npy,id01217,1,0
./audio_embeddings_multiseg/FAKE__id01223__seg00.npy,id01223,1,0
./audio_embeddings_multiseg/FAKE__id01223__seg01.npy,id01223,1,1
./audio_embeddings_multiseg/FAKE__id01225__seg00.npy,id01225,1,0
./audio_embeddings_multiseg/FAKE__id01227__seg00.npy,id01227,1,0
./audio_embeddings_multiseg/FAKE__id01231__seg00.npy,id01231,1,0
./audio_embeddings_multiseg/FAKE__id01236__seg00.npy,id01236,1,0
./audio_embeddings_multiseg/FAKE__id01238__seg00.npy,id01238,1,0
./audio_embeddings_multiseg/FAKE__id01238__seg01.npy,id01238,1,1
./audio_embeddings_multiseg/FAKE__id01239__seg00.npy,id01239,1,0
./audio_embeddings_multiseg/FAKE__id01239__seg01.npy,id01239,1,1
./audio_embeddings_multiseg/FAKE__id01239__seg02.npy,id01239,1,2
./audio_embeddings_multiseg/FAKE__id01245__seg00.npy,id01245,1,0
./audio_embeddings_multiseg/FAKE__id01248__seg00.npy,id01248,1,0
./audio_embeddings_multiseg/FAKE__id01248__seg01.npy,id01248,1,1
./audio_embeddings_multiseg/FAKE__id01281__seg00.npy,id01281,1,0
./audio_embeddings_multiseg/FAKE__id01392__seg00.npy,id01392,1,0
./audio_embeddings_multiseg/FAKE__id01392__seg01.npy,id01392,1,1
./audio_embeddings_multiseg/FAKE__id01451__seg00.npy,id01451,1,0
./audio_embeddings_multiseg/FAKE__id01451__seg01.npy,id01451,1,1
./audio_embeddings_multiseg/FAKE__id01452__seg00.npy,id01452,1,0
./audio_embeddings_multiseg/FAKE__id01452__seg01.npy,id01452,1,1
./audio_embeddings_multiseg/FAKE__id01521__seg00.npy,id01521,1,0
./audio_embeddings_multiseg/FAKE__id01528__seg00.npy,id01528,1,0
./audio_embeddings_multiseg/FAKE__id01528__seg01.npy,id01528,1,1
./audio_embeddings_multiseg/FAKE__id01530__seg00.npy,id01530,1,0
./audio_embeddings_multiseg/FAKE__id01530__seg01.npy,id01530,1,1
./audio_embeddings_multiseg/FAKE__id01532__seg00.npy,id01532,1,0
./audio_embeddings_multiseg/FAKE__id01544__seg00.npy,id01544,1,0
./audio_embeddings_multiseg/FAKE__id01544__seg01.npy,id01544,1,1
./audio_embeddings_multiseg/FAKE__id01589__seg00.npy,id01589,1,0
./audio_embeddings_multiseg/FAKE__id01589__seg01.npy,id01589,1,1
./audio_embeddings_multiseg/FAKE__id01597__seg00.npy,id01597,1,0
./audio_embeddings_multiseg/FAKE__id01597__seg01.npy,id01597,1,1
./audio_embeddings_multiseg/FAKE__id01598__seg00.npy,id01598,1,0
./audio_embeddings_multiseg/FAKE__id01598__seg01.npy,id01598,1,1
./audio_embeddings_multiseg/FAKE__id01610__seg00.npy,id01610,1,0
./audio_embeddings_multiseg/FAKE__id01610__seg01.npy,id01610,1,1
./audio_embeddings_multiseg/FAKE__id01637__seg00.npy,id01637,1,0
./audio_embeddings_multiseg/FAKE__id01637__seg01.npy,id01637,1,1
./audio_embeddings_multiseg/FAKE__id01661__seg00.npy,id01661,1,0
./audio_embeddings_multiseg/FAKE__id01661__seg01.npy,id01661,1,1
./audio_embeddings_multiseg/FAKE__id01683__seg00.npy,id01683,1,0
./audio_embeddings_multiseg/FAKE__id01683__seg01.npy,id01683,1,1
./audio_embeddings_multiseg/FAKE__id01691__seg00.npy,id01691,1,0
./audio_embeddings_multiseg/FAKE__id01717__seg00.npy,id01717,1,0
./audio_embeddings_multiseg/FAKE__id01717__seg01.npy,id01717,1,1
./audio_embeddings_multiseg/FAKE__id01779__seg00.npy,id01779,1,0
./audio_embeddings_multiseg/FAKE__id01779__seg01.npy,id01779,1,1
./audio_embeddings_multiseg/FAKE__id01779__seg02.npy,id01779,1,2
./audio_embeddings_multiseg/FAKE__id01783__seg00.npy,id01783,1,0
./audio_embeddings_multiseg/FAKE__id01783__seg01.npy,id01783,1,1
./audio_embeddings_multiseg/FAKE__id01783__seg02.npy,id01783,1,2
./audio_embeddings_multiseg/FAKE__id01835__seg00.npy,id01835,1,0
./audio_embeddings_multiseg/FAKE__id01835__seg01.npy,id01835,1,1
./audio_embeddings_multiseg/FAKE__id01838__seg00.npy,id01838,1,0
./audio_embeddings_multiseg/FAKE__id01838__seg01.npy,id01838,1,1
./audio_embeddings_multiseg/FAKE__id01856__seg00.npy,id01856,1,0
./audio_embeddings_multiseg/FAKE__id01856__seg01.npy,id01856,1,1
./audio_embeddings_multiseg/FAKE__id01907__seg00.npy,id01907,1,0
./audio_embeddings_multiseg/FAKE__id01920__seg00.npy,id01920,1,0
./audio_embeddings_multiseg/FAKE__id01920__seg01.npy,id01920,1,1
./audio_embeddings_multiseg/FAKE__id01933__seg00.npy,id01933,1,0
./audio_embeddings_multiseg/FAKE__id01933__seg01.npy,id01933,1,1
./audio_embeddings_multiseg/FAKE__id01933__seg02.npy,id01933,1,2
./audio_embeddings_multiseg/FAKE__id01972__seg00.npy,id01972,1,0
./audio_embeddings_multiseg/FAKE__id01995__seg00.npy,id01995,1,0
./audio_embeddings_multiseg/FAKE__id01995__seg01.npy,id01995,1,1
./audio_embeddings_multiseg/FAKE__id02005__seg00.npy,id02005,1,0
./audio_embeddings_multiseg/FAKE__id02005__seg01.npy,id02005,1,1
./audio_embeddings_multiseg/FAKE__id02040__seg00.npy,id02040,1,0
./audio_embeddings_multiseg/FAKE__id02040__seg01.npy,id02040,1,1
./audio_embeddings_multiseg/FAKE__id02051__seg00.npy,id02051,1,0
./audio_embeddings_multiseg/FAKE__id02051__seg01.npy,id02051,1,1
./audio_embeddings_multiseg/FAKE__id02071__seg00.npy,id02071,1,0
./audio_embeddings_multiseg/FAKE__id02089__seg00.npy,id02089,1,0
./audio_embeddings_multiseg/FAKE__id02089__seg01.npy,id02089,1,1
./audio_embeddings_multiseg/FAKE__id02268__seg00.npy,id02268,1,0
./audio_embeddings_multiseg/FAKE__id02268__seg01.npy,id02268,1,1
./audio_embeddings_multiseg/FAKE__id02268__seg02.npy,id02268,1,2
./audio_embeddings_multiseg/FAKE__id02296__seg00.npy,id02296,1,0
./audio_embeddings_multiseg/FAKE__id02296__seg01.npy,id02296,1,1
./audio_embeddings_multiseg/FAKE__id02301__seg00.npy,id02301,1,0
./audio_embeddings_multiseg/FAKE__id02301__seg01.npy,id02301,1,1
./audio_embeddings_multiseg/FAKE__id02310__seg00.npy,id02310,1,0
./audio_embeddings_multiseg/FAKE__id02310__seg01.npy,id02310,1,1
./audio_embeddings_multiseg/FAKE__id02316__seg00.npy,id02316,1,0
./audio_embeddings_multiseg/FAKE__id02316__seg01.npy,id02316,1,1
./audio_embeddings_multiseg/FAKE__id02332__seg00.npy,id02332,1,0
./audio_embeddings_multiseg/FAKE__id02342__seg00.npy,id02342,1,0
./audio_embeddings_multiseg/FAKE__id02342__seg01.npy,id02342,1,1
./audio_embeddings_multiseg/FAKE__id02342__seg02.npy,id02342,1,2
./audio_embeddings_multiseg/FAKE__id02365__seg00.npy,id02365,1,0
./audio_embeddings_multiseg/FAKE__id02464__seg00.npy,id02464,1,0
./audio_embeddings_multiseg/FAKE__id02464__seg01.npy,id02464,1,1
./audio_embeddings_multiseg/FAKE__id02466__seg00.npy,id02466,1,0
./audio_embeddings_multiseg/FAKE__id02493__seg00.npy,id02493,1,0
./audio_embeddings_multiseg/FAKE__id02493__seg01.npy,id02493,1,1
./audio_embeddings_multiseg/FAKE__id02494__seg00.npy,id02494,1,0
./audio_embeddings_multiseg/FAKE__id02494__seg01.npy,id02494,1,1
./audio_embeddings_multiseg/FAKE__id02508__seg00.npy,id02508,1,0
./audio_embeddings_multiseg/FAKE__id02508__seg01.npy,id02508,1,1
./audio_embeddings_multiseg/FAKE__id02553__seg00.npy,id02553,1,0
./audio_embeddings_multiseg/FAKE__id02553__seg01.npy,id02553,1,1
./audio_embeddings_multiseg/FAKE__id02561__seg00.npy,id02561,1,0
./audio_embeddings_multiseg/FAKE__id02567__seg00.npy,id02567,1,0
./audio_embeddings_multiseg/FAKE__id02586__seg00.npy,id02586,1,0
./audio_embeddings_multiseg/FAKE__id02586__seg01.npy,id02586,1,1
./audio_embeddings_multiseg/FAKE__id02587__seg00.npy,id02587,1,0
./audio_embeddings_multiseg/FAKE__id02587__seg01.npy,id02587,1,1
./audio_embeddings_multiseg/FAKE__id02617__seg00.npy,id02617,1,0
./audio_embeddings_multiseg/FAKE__id02617__seg01.npy,id02617,1,1
./audio_embeddings_multiseg/FAKE__id02619__seg00.npy,id02619,1,0
./audio_embeddings_multiseg/FAKE__id02619__seg01.npy,id02619,1,1
./audio_embeddings_multiseg/FAKE__id02721__seg00.npy,id02721,1,0
./audio_embeddings_multiseg/FAKE__id02807__seg00.npy,id02807,1,0
./audio_embeddings_multiseg/FAKE__id02807__seg01.npy,id02807,1,1
./audio_embeddings_multiseg/FAKE__id02807__seg02.npy,id02807,1,2
./audio_embeddings_multiseg/FAKE__id02808__seg00.npy,id02808,1,0
./audio_embeddings_multiseg/FAKE__id02824__seg00.npy,id02824,1,0
./audio_embeddings_multiseg/FAKE__id02838__seg00.npy,id02838,1,0
./audio_embeddings_multiseg/FAKE__id02838__seg01.npy,id02838,1,1
./audio_embeddings_multiseg/FAKE__id02948__seg00.npy,id02948,1,0
./audio_embeddings_multiseg/FAKE__id02948__seg01.npy,id02948,1,1
./audio_embeddings_multiseg/FAKE__id03028__seg00.npy,id03028,1,0
./audio_embeddings_multiseg/FAKE__id03103__seg00.npy,id03103,1,0
./audio_embeddings_multiseg/FAKE__id03103__seg01.npy,id03103,1,1
./audio_embeddings_multiseg/FAKE__id03168__seg00.npy,id03168,1,0
./audio_embeddings_multiseg/FAKE__id03168__seg01.npy,id03168,1,1
./audio_embeddings_multiseg/FAKE__id03180__seg00.npy,id03180,1,0
./audio_embeddings_multiseg/FAKE__id03205__seg00.npy,id03205,1,0
./audio_embeddings_multiseg/FAKE__id03205__seg01.npy,id03205,1,1
./audio_embeddings_multiseg/FAKE__id03211__seg00.npy,id03211,1,0
./audio_embeddings_multiseg/FAKE__id03344__seg00.npy,id03344,1,0
./audio_embeddings_multiseg/FAKE__id03344__seg01.npy,id03344,1,1
./audio_embeddings_multiseg/FAKE__id03371__seg00.npy,id03371,1,0
./audio_embeddings_multiseg/FAKE__id03379__seg00.npy,id03379,1,0
./audio_embeddings_multiseg/FAKE__id03379__seg01.npy,id03379,1,1
./audio_embeddings_multiseg/FAKE__id03525__seg00.npy,id03525,1,0
./audio_embeddings_multiseg/FAKE__id03525__seg01.npy,id03525,1,1
./audio_embeddings_multiseg/FAKE__id03556__seg00.npy,id03556,1,0
./audio_embeddings_multiseg/FAKE__id03559__seg00.npy,id03559,1,0
./audio_embeddings_multiseg/FAKE__id03559__seg01.npy,id03559,1,1
./audio_embeddings_multiseg/FAKE__id03569__seg00.npy,id03569,1,0
./audio_embeddings_multiseg/FAKE__id03589__seg00.npy,id03589,1,0
./audio_embeddings_multiseg/FAKE__id03599__seg00.npy,id03599,1,0
./audio_embeddings_multiseg/FAKE__id03599__seg01.npy,id03599,1,1
./audio_embeddings_multiseg/FAKE__id03599__seg02.npy,id03599,1,2
./audio_embeddings_multiseg/FAKE__id03605__seg00.npy,id03605,1,0
./audio_embeddings_multiseg/FAKE__id03605__seg01.npy,id03605,1,1
./audio_embeddings_multiseg/FAKE__id03620__seg00.npy,id03620,1,0
./audio_embeddings_multiseg/FAKE__id03620__seg01.npy,id03620,1,1
./audio_embeddings_multiseg/FAKE__id03620__seg02.npy,id03620,1,2
./audio_embeddings_multiseg/FAKE__id03620__seg03.npy,id03620,1,3
./audio_embeddings_multiseg/FAKE__id03620__seg04.npy,id03620,1,4
./audio_embeddings_multiseg/FAKE__id03649__seg00.npy,id03649,1,0
./audio_embeddings_multiseg/FAKE__id03649__seg01.npy,id03649,1,1
./audio_embeddings_multiseg/FAKE__id03651__seg00.npy,id03651,1,0
./audio_embeddings_multiseg/FAKE__id03651__seg01.npy,id03651,1,1
./audio_embeddings_multiseg/FAKE__id03656__seg00.npy,id03656,1,0
./audio_embeddings_multiseg/FAKE__id03658__seg00.npy,id03658,1,0
./audio_embeddings_multiseg/FAKE__id03668__seg00.npy,id03668,1,0
./audio_embeddings_multiseg/FAKE__id03678__seg00.npy,id03678,1,0
./audio_embeddings_multiseg/FAKE__id03678__seg01.npy,id03678,1,1
./audio_embeddings_multiseg/FAKE__id03696__seg00.npy,id03696,1,0
./audio_embeddings_multiseg/FAKE__id03707__seg00.npy,id03707,1,0
./audio_embeddings_multiseg/FAKE__id03707__seg01.npy,id03707,1,1
./audio_embeddings_multiseg/FAKE__id03707__seg02.npy,id03707,1,2
./audio_embeddings_multiseg/FAKE__id03713__seg00.npy,id03713,1,0
./audio_embeddings_multiseg/FAKE__id03713__seg01.npy,id03713,1,1
./audio_embeddings_multiseg/FAKE__id03716__seg00.npy,id03716,1,0
./audio_embeddings_multiseg/FAKE__id03716__seg01.npy,id03716,1,1
./audio_embeddings_multiseg/FAKE__id03716__seg02.npy,id03716,1,2
./audio_embeddings_multiseg/FAKE__id03716__seg03.npy,id03716,1,3
./audio_embeddings_multiseg/FAKE__id03747__seg00.npy,id03747,1,0
./audio_embeddings_multiseg/FAKE__id03757__seg00.npy,id03757,1,0
./audio_embeddings_multiseg/FAKE__id03757__seg01.npy,id03757,1,1
./audio_embeddings_multiseg/FAKE__id03781__seg00.npy,id03781,1,0
./audio_embeddings_multiseg/FAKE__id03781__seg01.npy,id03781,1,1
./audio_embeddings_multiseg/FAKE__id03815__seg00.npy,id03815,1,0
./audio_embeddings_multiseg/FAKE__id03815__seg01.npy,id03815,1,1
./audio_embeddings_multiseg/FAKE__id03816__seg00.npy,id03816,1,0
./audio_embeddings_multiseg/FAKE__id03816__seg01.npy,id03816,1,1
./audio_embeddings_multiseg/FAKE__id03844__seg00.npy,id03844,1,0
./audio_embeddings_multiseg/FAKE__id03858__seg00.npy,id03858,1,0
./audio_embeddings_multiseg/FAKE__id03889__seg00.npy,id03889,1,0
./audio_embeddings_multiseg/FAKE__id03889__seg01.npy,id03889,1,1
./audio_embeddings_multiseg/FAKE__id03897__seg00.npy,id03897,1,0
./audio_embeddings_multiseg/FAKE__id03897__seg01.npy,id03897,1,1
./audio_embeddings_multiseg/FAKE__id03940__seg00.npy,id03940,1,0
./audio_embeddings_multiseg/FAKE__id03941__seg00.npy,id03941,1,0
./audio_embeddings_multiseg/FAKE__id03945__seg00.npy,id03945,1,0
./audio_embeddings_multiseg/FAKE__id03945__seg01.npy,id03945,1,1
./audio_embeddings_multiseg/FAKE__id03965__seg00.npy,id03965,1,0
./audio_embeddings_multiseg/FAKE__id03965__seg01.npy,id03965,1,1
./audio_embeddings_multiseg/FAKE__id03985__seg00.npy,id03985,1,0
./audio_embeddings_multiseg/FAKE__id03985__seg01.npy,id03985,1,1
./audio_embeddings_multiseg/FAKE__id04034__seg00.npy,id04034,1,0
./audio_embeddings_multiseg/FAKE__id04034__seg01.npy,id04034,1,1
./audio_embeddings_multiseg/FAKE__id04055__seg00.npy,id04055,1,0
./audio_embeddings_multiseg/FAKE__id04055__seg01.npy,id04055,1,1
./audio_embeddings_multiseg/FAKE__id04057__seg00.npy,id04057,1,0
./audio_embeddings_multiseg/FAKE__id04057__seg01.npy,id04057,1,1
./audio_embeddings_multiseg/FAKE__id04066__seg00.npy,id04066,1,0
./audio_embeddings_multiseg/FAKE__id04070__seg00.npy,id04070,1,0
./audio_embeddings_multiseg/FAKE__id04073__seg00.npy,id04073,1,0
./audio_embeddings_multiseg/FAKE__id04073__seg01.npy,id04073,1,1
./audio_embeddings_multiseg/FAKE__id04111__seg00.npy,id04111,1,0
./audio_embeddings_multiseg/FAKE__id04111__seg01.npy,id04111,1,1
./audio_embeddings_multiseg/FAKE__id04144__seg00.npy,id04144,1,0
./audio_embeddings_multiseg/FAKE__id04144__seg01.npy,id04144,1,1
./audio_embeddings_multiseg/FAKE__id04216__seg00.npy,id04216,1,0
./audio_embeddings_multiseg/FAKE__id04216__seg01.npy,id04216,1,1
./audio_embeddings_multiseg/FAKE__id04219__seg00.npy,id04219,1,0
./audio_embeddings_multiseg/FAKE__id04219__seg01.npy,id04219,1,1
./audio_embeddings_multiseg/FAKE__id04221__seg00.npy,id04221,1,0
./audio_embeddings_multiseg/FAKE__id04221__seg01.npy,id04221,1,1
./audio_embeddings_multiseg/FAKE__id04222__seg00.npy,id04222,1,0
./audio_embeddings_multiseg/FAKE__id04222__seg01.npy,id04222,1,1
./audio_embeddings_multiseg/FAKE__id04245__seg00.npy,id04245,1,0
./audio_embeddings_multiseg/FAKE__id04374__seg00.npy,id04374,1,0
./audio_embeddings_multiseg/FAKE__id04376__seg00.npy,id04376,1,0
./audio_embeddings_multiseg/FAKE__id04414__seg00.npy,id04414,1,0
./audio_embeddings_multiseg/FAKE__id04437__seg00.npy,id04437,1,0
./audio_embeddings_multiseg/FAKE__id04490__seg00.npy,id04490,1,0
./audio_embeddings_multiseg/FAKE__id04490__seg01.npy,id04490,1,1
./audio_embeddings_multiseg/FAKE__id04526__seg00.npy,id04526,1,0
./audio_embeddings_multiseg/FAKE__id04529__seg00.npy,id04529,1,0
./audio_embeddings_multiseg/FAKE__id04529__seg01.npy,id04529,1,1
./audio_embeddings_multiseg/FAKE__id04530__seg00.npy,id04530,1,0
./audio_embeddings_multiseg/FAKE__id04537__seg00.npy,id04537,1,0
./audio_embeddings_multiseg/FAKE__id04537__seg01.npy,id04537,1,1
./audio_embeddings_multiseg/FAKE__id04537__seg02.npy,id04537,1,2
./audio_embeddings_multiseg/FAKE__id04540__seg00.npy,id04540,1,0
./audio_embeddings_multiseg/FAKE__id04547__seg00.npy,id04547,1,0
./audio_embeddings_multiseg/FAKE__id04554__seg00.npy,id04554,1,0
./audio_embeddings_multiseg/FAKE__id04554__seg01.npy,id04554,1,1
./audio_embeddings_multiseg/FAKE__id04560__seg00.npy,id04560,1,0
./audio_embeddings_multiseg/FAKE__id04560__seg01.npy,id04560,1,1
./audio_embeddings_multiseg/FAKE__id04561__seg00.npy,id04561,1,0
./audio_embeddings_multiseg/FAKE__id04561__seg01.npy,id04561,1,1
./audio_embeddings_multiseg/FAKE__id04562__seg00.npy,id04562,1,0
./audio_embeddings_multiseg/FAKE__id04562__seg01.npy,id04562,1,1
./audio_embeddings_multiseg/FAKE__id04562__seg02.npy,id04562,1,2
./audio_embeddings_multiseg/FAKE__id04564__seg00.npy,id04564,1,0
./audio_embeddings_multiseg/FAKE__id04564__seg01.npy,id04564,1,1
./audio_embeddings_multiseg/FAKE__id04582__seg00.npy,id04582,1,0
./audio_embeddings_multiseg/FAKE__id04582__seg01.npy,id04582,1,1
./audio_embeddings_multiseg/FAKE__id04583__seg00.npy,id04583,1,0
./audio_embeddings_multiseg/FAKE__id04599__seg00.npy,id04599,1,0
./audio_embeddings_multiseg/FAKE__id04599__seg01.npy,id04599,1,1
./audio_embeddings_multiseg/FAKE__id04601__seg00.npy,id04601,1,0
./audio_embeddings_multiseg/FAKE__id04601__seg01.npy,id04601,1,1
./audio_embeddings_multiseg/FAKE__id04687__seg00.npy,id04687,1,0
./audio_embeddings_multiseg/FAKE__id04687__seg01.npy,id04687,1,1
./audio_embeddings_multiseg/FAKE__id04689__seg00.npy,id04689,1,0
./audio_embeddings_multiseg/FAKE__id04689__seg01.npy,id04689,1,1
./audio_embeddings_multiseg/FAKE__id04691__seg00.npy,id04691,1,0
./audio_embeddings_multiseg/FAKE__id04691__seg01.npy,id04691,1,1
