video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name,split
id03656__00052__1f0b842ac7,id03656,-,-,real,A,RealVideo-RealAudio,African,women,00052.mp4,RealVideo-RealAudio/African/women/id03656,RealVideo-RealAudio/African/women/id03656/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03656/00052.mp4,1,0,0,0,REAL,val
id01598__00044__c12721510d,id01598,-,-,real,A,RealVideo-RealAudio,African,men,00044.mp4,RealVideo-RealAudio/African/men/id01598,RealVideo-RealAudio/African/men/id01598/00044.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01598/00044.mp4,1,0,0,0,REAL,train
id00519__00028_id02567_wavtolip__9d37ac4a17,id00519,id02567,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),men,00028_id02567_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/men/id00519,FakeVideo-FakeAudio/Caucasian (European)/men/id00519/00028_id02567_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/men/id00519/00028_id02567_wavtolip.mp4,1,1,1,1,FAKE,train
id01683__00052_2__975eb2dc15,id01683,2.mp4,-,faceswap,C,FakeVideo-RealAudio,Asian (East),men,00052_2.mp4,FakeVideo-RealAudio/Asian (East)/men/id01683,FakeVideo-RealAudio/Asian (East)/men/id01683/00052_2.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id01683/00052_2.mp4,1,1,0,1,FAKE,train
id00701__00092_id01779_wavtolip__1558d9eb2b,id00701,id01779,-,wav2lip,D,FakeVideo-FakeAudio,African,men,00092_id01779_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id00701,FakeVideo-FakeAudio/African/men/id00701/00092_id01779_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id00701/00092_id01779_wavtolip.mp4,1,1,1,1,FAKE,train
id00185__00015_fake__5af844a46a,id00185,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (European),men,00015_fake.mp4,RealVideo-FakeAudio/Caucasian (European)/men/id00185,RealVideo-FakeAudio/Caucasian (European)/men/id00185/00015_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (European)/men/id00185/00015_fake.mp4,1,0,1,1,FAKE,val
id07236__00143_id07008_wavtolip__959b09a653,id07236,id07008,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00143_id07008_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/women/id07236,FakeVideo-FakeAudio/Asian (South)/women/id07236/00143_id07008_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/women/id07236/00143_id07008_wavtolip.mp4,1,1,1,1,FAKE,train
id00418__00052__d2beecd764,id00418,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00052.mp4,RealVideo-RealAudio/Caucasian (American)/women/id00418,RealVideo-RealAudio/Caucasian (American)/women/id00418/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00418/00052.mp4,1,0,0,0,REAL,train
id04066__00013_fake__8512d19868,id04066,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00013_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id04066,RealVideo-FakeAudio/Asian (East)/women/id04066/00013_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id04066/00013_fake.mp4,1,0,1,1,FAKE,train
id07136__00052__177297bf3b,id07136,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00052.mp4,RealVideo-RealAudio/Asian (South)/women/id07136,RealVideo-RealAudio/Asian (South)/women/id07136/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07136/00052.mp4,1,0,0,0,REAL,val
id00187__00360_id00265_dzq57foxxr4__199d51d078,id00187,id00265,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),men,00360_id00265_dZq57FoxXR4.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id00187,FakeVideo-RealAudio/Caucasian (European)/men/id00187/00360_id00265_dZq57FoxXR4.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id00187/00360_id00265_dZq57FoxXR4.mp4,1,1,0,1,FAKE,train
id01907__00148__c64f33e852,id01907,-,-,real,A,RealVideo-RealAudio,African,women,00148.mp4,RealVideo-RealAudio/African/women/id01907,RealVideo-RealAudio/African/women/id01907/00148.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01907/00148.mp4,1,0,0,0,REAL,train
id03525__00048__49218b7ef1,id03525,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00048.mp4,RealVideo-RealAudio/Caucasian (American)/men/id03525,RealVideo-RealAudio/Caucasian (American)/men/id03525/00048.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id03525/00048.mp4,1,0,0,0,REAL,val
id01933__00028_fake__30c4131c72,id01933,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00028_fake.mp4,RealVideo-FakeAudio/African/men/id01933,RealVideo-FakeAudio/African/men/id01933/00028_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01933/00028_fake.mp4,1,0,1,1,FAKE,val
id03965__00051_id05383_wavtolip__9cfd2d3aaf,id03965,id05383,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),men,00051_id05383_wavtolip.mp4,FakeVideo-RealAudio/Asian (East)/men/id03965,FakeVideo-RealAudio/Asian (East)/men/id03965/00051_id05383_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id03965/00051_id05383_wavtolip.mp4,1,1,0,1,FAKE,train
id00946__00126_id00063_wavtolip__91f107c41e,id00946,id00063,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),men,00126_id00063_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/men/id00946,FakeVideo-FakeAudio/Caucasian (European)/men/id00946/00126_id00063_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/men/id00946/00126_id00063_wavtolip.mp4,1,1,1,1,FAKE,train
id00919__00063__f8413fd40e,id00919,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00063.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00919,RealVideo-RealAudio/Caucasian (European)/men/id00919/00063.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00919/00063.mp4,1,0,0,0,REAL,train
id00379__00043_id00270_hoeq70_sdme_id03371_wavtolip__4d898a64e6,id00379,id00270,id03371,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),women,00043_id00270_hoEQ70-sDME_id03371_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/women/id00379,FakeVideo-FakeAudio/Caucasian (European)/women/id00379/00043_id00270_hoEQ70-sDME_id03371_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/women/id00379/00043_id00270_hoEQ70-sDME_id03371_wavtolip.mp4,1,1,1,1,FAKE,train
id09143__00056__a5bfb4865a,id09143,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00056.mp4,RealVideo-RealAudio/Asian (East)/men/id09143,RealVideo-RealAudio/Asian (East)/men/id09143/00056.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id09143/00056.mp4,1,0,0,0,REAL,train
id04376__00181_fake__e364016a3f,id04376,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00181_fake.mp4,RealVideo-FakeAudio/African/women/id04376,RealVideo-FakeAudio/African/women/id04376/00181_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04376/00181_fake.mp4,1,0,1,1,FAKE,train
id00813__00169_id01001_wavtolip__3893a23609,id00813,id01001,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (European),women,00169_id01001_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00813,FakeVideo-RealAudio/Caucasian (European)/women/id00813/00169_id01001_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00813/00169_id01001_wavtolip.mp4,1,1,0,1,FAKE,train
id00186__00120__91304bb69b,id00186,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00120.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00186,RealVideo-RealAudio/Caucasian (European)/men/id00186/00120.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00186/00120.mp4,1,0,0,0,REAL,train
id01212__00183_id01204_biygqpybp7o__47a1723809,id01212,id01204,-,fsgan,C,FakeVideo-RealAudio,Asian (East),men,00183_id01204_biYGqpYBp7o.mp4,FakeVideo-RealAudio/Asian (East)/men/id01212,FakeVideo-RealAudio/Asian (East)/men/id01212/00183_id01204_biYGqpYBp7o.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id01212/00183_id01204_biYGqpYBp7o.mp4,1,1,0,1,FAKE,train
id01036__00010_fake__020ded679e,id01036,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00010_fake.mp4,RealVideo-FakeAudio/African/men/id01036,RealVideo-FakeAudio/African/men/id01036/00010_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01036/00010_fake.mp4,1,0,1,1,FAKE,train
id04727__00007__e32b1c977a,id04727,-,-,real,A,RealVideo-RealAudio,African,men,00007.mp4,RealVideo-RealAudio/African/men/id04727,RealVideo-RealAudio/African/men/id04727/00007.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id04727/00007.mp4,1,0,0,0,REAL,val
id03605__00048_fake__c5ec000932,id03605,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),women,00048_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/women/id03605,RealVideo-FakeAudio/Caucasian (American)/women/id03605/00048_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/women/id03605/00048_fake.mp4,1,0,1,1,FAKE,train
id00173__00118__a53201e605,id00173,-,-,real,A,RealVideo-RealAudio,African,men,00118.mp4,RealVideo-RealAudio/African/men/id00173,RealVideo-RealAudio/African/men/id00173/00118.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00173/00118.mp4,1,0,0,0,REAL,train
id02464__00002_id00261_wavtolip__66b49e8dd5,id02464,id00261,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),women,00002_id00261_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/women/id02464,FakeVideo-FakeAudio/Caucasian (American)/women/id02464/00002_id00261_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/women/id02464/00002_id00261_wavtolip.mp4,1,1,1,1,FAKE,train
id00042__00028__6914320a81,id00042,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00028.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00042,RealVideo-RealAudio/Caucasian (European)/women/id00042/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00042/00028.mp4,1,0,0,0,REAL,train
id01691__00045_fake__e5f178bd9f,id01691,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00045_fake.mp4,RealVideo-FakeAudio/African/men/id01691,RealVideo-FakeAudio/African/men/id01691/00045_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01691/00045_fake.mp4,1,0,1,1,FAKE,train
id00062__00278_id00029_tgpcgl036qk_id01044_wavtolip__b6d2f02644,id00062,id00029,id01044,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00278_id00029_TGpCGl036qk_id01044_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id00062,FakeVideo-FakeAudio/Caucasian (American)/men/id00062/00278_id00029_TGpCGl036qk_id01044_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id00062/00278_id00029_TGpCGl036qk_id01044_wavtolip.mp4,1,1,1,1,FAKE,train
id01126__00040__0c71ebdd47,id01126,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00040.mp4,RealVideo-RealAudio/Caucasian (European)/men/id01126,RealVideo-RealAudio/Caucasian (European)/men/id01126/00040.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id01126/00040.mp4,1,0,0,0,REAL,train
id01042__00154_fake__af6ee17cd0,id01042,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00154_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/men/id01042,RealVideo-FakeAudio/Caucasian (American)/men/id01042/00154_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01042/00154_fake.mp4,1,0,1,1,FAKE,train
id06232__00025__a35ba75aa8,id06232,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00025.mp4,RealVideo-RealAudio/Asian (South)/women/id06232,RealVideo-RealAudio/Asian (South)/women/id06232/00025.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06232/00025.mp4,1,0,0,0,REAL,train
id01691__00045_id01779_hgyhpdeo_jk_id01598_wavtolip__07fdf85e7e,id01691,id01779,id01598,fsgan-wav2lip,D,FakeVideo-FakeAudio,African,men,00045_id01779_HgyHpDEo_jk_id01598_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id01691,FakeVideo-FakeAudio/African/men/id01691/00045_id01779_HgyHpDEo_jk_id01598_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id01691/00045_id01779_HgyHpDEo_jk_id01598_wavtolip.mp4,1,1,1,1,FAKE,train
id01717__00005__9f15d3a4b8,id01717,-,-,real,A,RealVideo-RealAudio,African,men,00005.mp4,RealVideo-RealAudio/African/men/id01717,RealVideo-RealAudio/African/men/id01717/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01717/00005.mp4,1,0,0,0,REAL,train
id01637__00002__b2cec62271,id01637,-,-,real,A,RealVideo-RealAudio,African,men,00002.mp4,RealVideo-RealAudio/African/men/id01637,RealVideo-RealAudio/African/men/id01637/00002.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01637/00002.mp4,1,0,0,0,REAL,train
id05479__05479__c71e182409,id05479,-,-,real,A,RealVideo-RealAudio,Asian (East),men,05479.mp4,RealVideo-RealAudio/Asian (East)/men/id05479,RealVideo-RealAudio/Asian (East)/men/id05479/05479.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id05479/05479.mp4,1,0,0,0,REAL,train
id01717__00005_fake__1725a77cb1,id01717,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00005_fake.mp4,RealVideo-FakeAudio/African/men/id01717,RealVideo-FakeAudio/African/men/id01717/00005_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01717/00005_fake.mp4,1,0,1,1,FAKE,train
id01248__00005__19cbf7a146,id01248,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00005.mp4,RealVideo-RealAudio/Caucasian (American)/women/id01248,RealVideo-RealAudio/Caucasian (American)/women/id01248/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01248/00005.mp4,1,0,0,0,REAL,train
id00963__00028__c1a7f45f5b,id00963,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00028.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00963,RealVideo-RealAudio/Caucasian (European)/men/id00963/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00963/00028.mp4,1,0,0,0,REAL,val
id00366__00118__d017b77f60,id00366,-,-,real,A,RealVideo-RealAudio,African,men,00118.mp4,RealVideo-RealAudio/African/men/id00366,RealVideo-RealAudio/African/men/id00366/00118.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00366/00118.mp4,1,0,0,0,REAL,val
id00740__00015__afd82c5778,id00740,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00015.mp4,RealVideo-RealAudio/Asian (East)/men/id00740,RealVideo-RealAudio/Asian (East)/men/id00740/00015.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00740/00015.mp4,1,0,0,0,REAL,train
id06060__00219_id06388_atidj_wlonc_faceswap_id03211_wavtolip__8dd00d47f7,id06060,id06388,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00219_id06388_AtidJ-WlONc_faceswap_id03211_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/women/id06060,FakeVideo-FakeAudio/Asian (East)/women/id06060/00219_id06388_AtidJ-WlONc_faceswap_id03211_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/women/id06060/00219_id06388_AtidJ-WlONc_faceswap_id03211_wavtolip.mp4,1,1,1,1,FAKE,train
id00491__00122_id00373_wavtolip__3d7f26aeda,id00491,id00373,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (European),women,00122_id00373_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00491,FakeVideo-RealAudio/Caucasian (European)/women/id00491/00122_id00373_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00491/00122_id00373_wavtolip.mp4,1,1,0,1,FAKE,train
id00187__00360__b4ec7daace,id00187,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00360.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00187,RealVideo-RealAudio/Caucasian (European)/men/id00187/00360.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00187/00360.mp4,1,0,0,0,REAL,train
id00088__00005__3602ba18de,id00088,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00005.mp4,RealVideo-RealAudio/Caucasian (American)/men/id00088,RealVideo-RealAudio/Caucasian (American)/men/id00088/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00088/00005.mp4,1,0,0,0,REAL,train
id06354__00021__2f7b856bf2,id06354,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00021.mp4,RealVideo-RealAudio/Asian (South)/men/id06354,RealVideo-RealAudio/Asian (South)/men/id06354/00021.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id06354/00021.mp4,1,0,0,0,REAL,train
id03569__00065__a351251a6d,id03569,-,-,real,A,RealVideo-RealAudio,African,women,00065.mp4,RealVideo-RealAudio/African/women/id03569,RealVideo-RealAudio/African/women/id03569/00065.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03569/00065.mp4,1,0,0,0,REAL,train
id04374__00032__d60c77ef12,id04374,-,-,real,A,RealVideo-RealAudio,African,women,00032.mp4,RealVideo-RealAudio/African/women/id04374,RealVideo-RealAudio/African/women/id04374/00032.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04374/00032.mp4,1,0,0,0,REAL,train
id07383__00011__b24e9d2a3d,id07383,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00011.mp4,RealVideo-RealAudio/Asian (East)/women/id07383,RealVideo-RealAudio/Asian (East)/women/id07383/00011.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id07383/00011.mp4,1,0,0,0,REAL,train
id04055__00001__92ebb94377,id04055,-,-,real,A,RealVideo-RealAudio,African,women,00001.mp4,RealVideo-RealAudio/African/women/id04055,RealVideo-RealAudio/African/women/id04055/00001.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04055/00001.mp4,1,0,0,0,REAL,train
id06427__00138_fake__322aa2b3db,id06427,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00138_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id06427,RealVideo-FakeAudio/Asian (East)/women/id06427/00138_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id06427/00138_fake.mp4,1,0,1,1,FAKE,train
id01123__00072_id00063_wavtolip__daab7e33b9,id01123,id00063,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (European),men,00072_id00063_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id01123,FakeVideo-RealAudio/Caucasian (European)/men/id01123/00072_id00063_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id01123/00072_id00063_wavtolip.mp4,1,1,0,1,FAKE,train
id06462__00014_fake__7717f2eecd,id06462,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00014_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id06462,RealVideo-FakeAudio/Asian (East)/women/id06462/00014_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id06462/00014_fake.mp4,1,0,1,1,FAKE,train
id03858__00092__5514d239da,id03858,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00092.mp4,RealVideo-RealAudio/Caucasian (European)/women/id03858,RealVideo-RealAudio/Caucasian (European)/women/id03858/00092.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id03858/00092.mp4,1,0,0,0,REAL,train
id00535__00005__a1c7dc7ebf,id00535,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00005.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00535,RealVideo-RealAudio/Caucasian (European)/men/id00535/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00535/00005.mp4,1,0,0,0,REAL,train
id00566__00032_id00579_wavtolip__e87f309411,id00566,id00579,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00032_id00579_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/women/id00566,FakeVideo-FakeAudio/Asian (East)/women/id00566/00032_id00579_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/women/id00566/00032_id00579_wavtolip.mp4,1,1,1,1,FAKE,train
