uid,video_id,label_name,true_label,split
FAKE__id01124,id01124,FAKE,1,train
FAKE__id01126,id01126,FAKE,1,train
FAKE__id01156,id01156,FAKE,1,train
FAKE__id01157,id01157,FAKE,1,train
FAKE__id01163,id01163,FAKE,1,train
FAKE__id01168,id01168,FAKE,1,train
FAKE__id01170,id01170,FAKE,1,val
FAKE__id01172,id01172,FAKE,1,val
FAKE__id01178,id01178,FAKE,1,train
FAKE__id01182,id01182,FAKE,1,train
FAKE__id01192,id01192,FAKE,1,train
FAKE__id01201,id01201,FAKE,1,val
FAKE__id01204,id01204,FAKE,1,train
FAKE__id01210,id01210,FAKE,1,train
FAKE__id01211,id01211,FAKE,1,train
FAKE__id01212,id01212,FAKE,1,train
FAKE__id01216,id01216,FAKE,1,train
FAKE__id01217,id01217,FAKE,1,train
FAKE__id01223,id01223,FAKE,1,train
FAKE__id01225,id01225,FAKE,1,train
FAKE__id01227,id01227,FAKE,1,train
FAKE__id01231,id01231,FAKE,1,train
FAKE__id01236,id01236,FAKE,1,train
FAKE__id01238,id01238,FAKE,1,train
FAKE__id01239,id01239,FAKE,1,train
FAKE__id01245,id01245,FAKE,1,train
FAKE__id01248,id01248,FAKE,1,train
FAKE__id01451,id01451,FAKE,1,train
FAKE__id01452,id01452,FAKE,1,train
FAKE__id01528,id01528,FAKE,1,train
FAKE__id01530,id01530,FAKE,1,val
FAKE__id01532,id01532,FAKE,1,train
FAKE__id01544,id01544,FAKE,1,val
FAKE__id01589,id01589,FAKE,1,train
FAKE__id01597,id01597,FAKE,1,train
FAKE__id01598,id01598,FAKE,1,train
FAKE__id01610,id01610,FAKE,1,train
FAKE__id01637,id01637,FAKE,1,train
FAKE__id01661,id01661,FAKE,1,train
FAKE__id01683,id01683,FAKE,1,train
FAKE__id01691,id01691,FAKE,1,train
FAKE__id01779,id01779,FAKE,1,val
FAKE__id01783,id01783,FAKE,1,train
FAKE__id01835,id01835,FAKE,1,train
FAKE__id01838,id01838,FAKE,1,train
FAKE__id01856,id01856,FAKE,1,train
FAKE__id01907,id01907,FAKE,1,train
FAKE__id01920,id01920,FAKE,1,train
FAKE__id01933,id01933,FAKE,1,train
FAKE__id01972,id01972,FAKE,1,train
FAKE__id02005,id02005,FAKE,1,train
FAKE__id02040,id02040,FAKE,1,train
FAKE__id02051,id02051,FAKE,1,train
FAKE__id02071,id02071,FAKE,1,train
FAKE__id02089,id02089,FAKE,1,train
FAKE__id02268,id02268,FAKE,1,train
FAKE__id02296,id02296,FAKE,1,val
FAKE__id02310,id02310,FAKE,1,train
FAKE__id02316,id02316,FAKE,1,train
FAKE__id02332,id02332,FAKE,1,train
FAKE__id02342,id02342,FAKE,1,train
FAKE__id02365,id02365,FAKE,1,val
FAKE__id02464,id02464,FAKE,1,train
FAKE__id02466,id02466,FAKE,1,val
FAKE__id02493,id02493,FAKE,1,train
FAKE__id02494,id02494,FAKE,1,train
FAKE__id02508,id02508,FAKE,1,train
FAKE__id02553,id02553,FAKE,1,val
FAKE__id02561,id02561,FAKE,1,train
FAKE__id02567,id02567,FAKE,1,train
FAKE__id02586,id02586,FAKE,1,train
FAKE__id02587,id02587,FAKE,1,val
FAKE__id02617,id02617,FAKE,1,val
FAKE__id02619,id02619,FAKE,1,train
FAKE__id02721,id02721,FAKE,1,train
FAKE__id02808,id02808,FAKE,1,train
FAKE__id02824,id02824,FAKE,1,train
FAKE__id02838,id02838,FAKE,1,train
FAKE__id02948,id02948,FAKE,1,val
FAKE__id03028,id03028,FAKE,1,train
FAKE__id03103,id03103,FAKE,1,train
FAKE__id03168,id03168,FAKE,1,train
FAKE__id03180,id03180,FAKE,1,val
FAKE__id03205,id03205,FAKE,1,train
FAKE__id03211,id03211,FAKE,1,train
FAKE__id03344,id03344,FAKE,1,train
FAKE__id03371,id03371,FAKE,1,train
FAKE__id03379,id03379,FAKE,1,train
FAKE__id03525,id03525,FAKE,1,train
FAKE__id03559,id03559,FAKE,1,train
FAKE__id03569,id03569,FAKE,1,train
FAKE__id03589,id03589,FAKE,1,val
FAKE__id03599,id03599,FAKE,1,train
FAKE__id03605,id03605,FAKE,1,train
FAKE__id03620,id03620,FAKE,1,val
FAKE__id03649,id03649,FAKE,1,train
FAKE__id03651,id03651,FAKE,1,train
FAKE__id03656,id03656,FAKE,1,train
FAKE__id03658,id03658,FAKE,1,train
FAKE__id03668,id03668,FAKE,1,val
FAKE__id03678,id03678,FAKE,1,train
FAKE__id03696,id03696,FAKE,1,train
FAKE__id03707,id03707,FAKE,1,train
FAKE__id03713,id03713,FAKE,1,train
FAKE__id03716,id03716,FAKE,1,train
FAKE__id03747,id03747,FAKE,1,train
FAKE__id03757,id03757,FAKE,1,train
FAKE__id03816,id03816,FAKE,1,train
FAKE__id03844,id03844,FAKE,1,train
FAKE__id03858,id03858,FAKE,1,train
FAKE__id03889,id03889,FAKE,1,train
FAKE__id03897,id03897,FAKE,1,train
FAKE__id03940,id03940,FAKE,1,train
FAKE__id03941,id03941,FAKE,1,train
FAKE__id03945,id03945,FAKE,1,train
FAKE__id03965,id03965,FAKE,1,train
FAKE__id03985,id03985,FAKE,1,val
FAKE__id04034,id04034,FAKE,1,train
FAKE__id04055,id04055,FAKE,1,train
FAKE__id04066,id04066,FAKE,1,train
FAKE__id04070,id04070,FAKE,1,train
FAKE__id04073,id04073,FAKE,1,train
FAKE__id04216,id04216,FAKE,1,train
FAKE__id04219,id04219,FAKE,1,train
FAKE__id04221,id04221,FAKE,1,train
FAKE__id04222,id04222,FAKE,1,train
FAKE__id04374,id04374,FAKE,1,train
FAKE__id04376,id04376,FAKE,1,train
FAKE__id04414,id04414,FAKE,1,val
FAKE__id04437,id04437,FAKE,1,train
FAKE__id04490,id04490,FAKE,1,train
FAKE__id04526,id04526,FAKE,1,train
FAKE__id04529,id04529,FAKE,1,train
FAKE__id04530,id04530,FAKE,1,train
FAKE__id04537,id04537,FAKE,1,train
FAKE__id04540,id04540,FAKE,1,train
FAKE__id04547,id04547,FAKE,1,train
FAKE__id04554,id04554,FAKE,1,val
FAKE__id04560,id04560,FAKE,1,train
FAKE__id04561,id04561,FAKE,1,val
FAKE__id04562,id04562,FAKE,1,train
FAKE__id04564,id04564,FAKE,1,train
FAKE__id04599,id04599,FAKE,1,train
FAKE__id04601,id04601,FAKE,1,train
FAKE__id04687,id04687,FAKE,1,val
FAKE__id04691,id04691,FAKE,1,train
FAKE__id04701,id04701,FAKE,1,train
FAKE__id04705,id04705,FAKE,1,train
FAKE__id04726,id04726,FAKE,1,train
FAKE__id04727,id04727,FAKE,1,train
FAKE__id04736,id04736,FAKE,1,val
FAKE__id04820,id04820,FAKE,1,val
FAKE__id04884,id04884,FAKE,1,train
FAKE__id04927,id04927,FAKE,1,train
FAKE__id04928,id04928,FAKE,1,val
FAKE__id05106,id05106,FAKE,1,train
FAKE__id05231,id05231,FAKE,1,train
FAKE__id05235,id05235,FAKE,1,train
FAKE__id05252,id05252,FAKE,1,train
FAKE__id05332,id05332,FAKE,1,train
FAKE__id05383,id05383,FAKE,1,train
FAKE__id05435,id05435,FAKE,1,train
FAKE__id05478,id05478,FAKE,1,train
FAKE__id05576,id05576,FAKE,1,train
FAKE__id05620,id05620,FAKE,1,train
FAKE__id05631,id05631,FAKE,1,train
FAKE__id05743,id05743,FAKE,1,train
FAKE__id05844,id05844,FAKE,1,train
FAKE__id05845,id05845,FAKE,1,train
FAKE__id05920,id05920,FAKE,1,train
FAKE__id05931,id05931,FAKE,1,train
FAKE__id06054,id06054,FAKE,1,val
FAKE__id06060,id06060,FAKE,1,train
FAKE__id06061,id06061,FAKE,1,train
FAKE__id06065,id06065,FAKE,1,train
FAKE__id06066,id06066,FAKE,1,train
FAKE__id06158,id06158,FAKE,1,train
FAKE__id06232,id06232,FAKE,1,train
FAKE__id06254,id06254,FAKE,1,train
FAKE__id06268,id06268,FAKE,1,train
FAKE__id06269,id06269,FAKE,1,train
FAKE__id06334,id06334,FAKE,1,train
FAKE__id06354,id06354,FAKE,1,train
FAKE__id06355,id06355,FAKE,1,train
FAKE__id06388,id06388,FAKE,1,train
FAKE__id06427,id06427,FAKE,1,train
FAKE__id06437,id06437,FAKE,1,train
FAKE__id06438,id06438,FAKE,1,train
FAKE__id06439,id06439,FAKE,1,train
FAKE__id06443,id06443,FAKE,1,train
FAKE__id06445,id06445,FAKE,1,val
FAKE__id06462,id06462,FAKE,1,train
FAKE__id06467,id06467,FAKE,1,train
FAKE__id06470,id06470,FAKE,1,train
FAKE__id06591,id06591,FAKE,1,val
FAKE__id06594,id06594,FAKE,1,train
FAKE__id06752,id06752,FAKE,1,train
FAKE__id06753,id06753,FAKE,1,train
FAKE__id06776,id06776,FAKE,1,val
FAKE__id07008,id07008,FAKE,1,train
FAKE__id07039,id07039,FAKE,1,val
FAKE__id07049,id07049,FAKE,1,train
FAKE__id07051,id07051,FAKE,1,val
FAKE__id07058,id07058,FAKE,1,train
FAKE__id07078,id07078,FAKE,1,train
FAKE__id07102,id07102,FAKE,1,train
FAKE__id07108,id07108,FAKE,1,train
FAKE__id07136,id07136,FAKE,1,train
FAKE__id07161,id07161,FAKE,1,train
FAKE__id07163,id07163,FAKE,1,train
FAKE__id07165,id07165,FAKE,1,val
FAKE__id07179,id07179,FAKE,1,val
FAKE__id07182,id07182,FAKE,1,train
FAKE__id07194,id07194,FAKE,1,train
FAKE__id07195,id07195,FAKE,1,train
FAKE__id07200,id07200,FAKE,1,train
FAKE__id07210,id07210,FAKE,1,train
FAKE__id07233,id07233,FAKE,1,train
FAKE__id07236,id07236,FAKE,1,train
FAKE__id07338,id07338,FAKE,1,train
FAKE__id07383,id07383,FAKE,1,train
FAKE__id07463,id07463,FAKE,1,train
FAKE__id07686,id07686,FAKE,1,train
FAKE__id07689,id07689,FAKE,1,train
FAKE__id07739,id07739,FAKE,1,train
FAKE__id07768,id07768,FAKE,1,train
FAKE__id07799,id07799,FAKE,1,train
FAKE__id07901,id07901,FAKE,1,train
FAKE__id08299,id08299,FAKE,1,val
FAKE__id08313,id08313,FAKE,1,train
FAKE__id08314,id08314,FAKE,1,train
FAKE__id08397,id08397,FAKE,1,train
FAKE__id08402,id08402,FAKE,1,train
FAKE__id08613,id08613,FAKE,1,train
FAKE__id08652,id08652,FAKE,1,train
FAKE__id09053,id09053,FAKE,1,train
FAKE__id09116,id09116,FAKE,1,train
FAKE__id09143,id09143,FAKE,1,train
FAKE__id09171,id09171,FAKE,1,train
FAKE__id09174,id09174,FAKE,1,train
FAKE__id09175,id09175,FAKE,1,val
FAKE__id09181,id09181,FAKE,1,train
